6271,3290,2252,1592,1296,1257
6072,3401,2229,1614,1230,1182
6325,3385,2295,1622,1342,1205
6070,3341,2265,1692,1382,1285
6170,3277,2288,1588,1301,1176
6011,3422,2230,1600,1268,1165
