4522,2490,1729,1269,1077,961
4651,2478,1738,1293,1060,965
4469,2462,1792,1302,1053,896
4490,2403,1722,1352,1013,896
4501,2468,1766,1280,1042,960
4461,2465,1770,1335,1026,956
